StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,ierc_1a,ierc_1b,ierc_2,ierc_3,ierc_3_3_TEXT,ierc_4,ierc_5,ierc_6,IRIS_1,IRIS_2,IRIS_3,IRIS_4,IRIS_5,IRIS_6,IRIS_7,IRIS_8,IRIS_9,IRIS_10,IRIS_11,IRIS_12,IRIS_13,IRIS_14,IRIS_15,IRIS_16,IRIS_17,IRIS_18,IRIS_19,IRIS_20,IRIS_21,IRIS_22,IRIS_23,IRIS_24,IRIS_25,IRIS_26,IRIS_27,IRIS_28,ier_eff1,ier_eff2,ier_eff3,ier_eff5,ier_eff6,PPASS_1,PPASS_2,PPASS_3,PPASS_4,PPASS_5,PPASS_6,PPASS_7,PPASS_8,PPASS_9,PPASS_10,PPASS_11,PPASS_12,PPASS_13,PPASS_14,PPASS_15,PPASS_16,PPASS_17,PPASS_18,PPASS_19,PPASS_20,PPASS_21,PPASS_22,PPASS_23,PPASS_24,SDT_1,SDT_2,SDT_3,SDT_4,SDT_5,SDT_6,SDT_7,SDT_8,SDT_9,SDT_10,SDT_11,SDT_12,SDT_13,SDT_14,SDT_15,SDT_16,SDT_17,SDT_18,SDT_19,SDT_20,SDT_21,SDT_22,SDT_23,SDT_24,BNSR_1,BNSR_2,BNSR_3,BNSR_4,BNSR_5,BNSR_6,BNSR_7,BNSR_8,BNSR_9,CERQ_1,CERQ_2,CERQ_3,CERQ_4,CERQ_5,CERQ_6,CERQ_7,CERQ_8,CERQ_9,CERQ_10,CERQ_11,CERQ_12,CERQ_13,CERQ_14,CERQ_15,CERQ_16,CERQ_17,CERQ_18,DERS_1,DERS_2,DERS_3,DERS_4,DERS_5,DERS_6,DERS_7,DERS_8,DERS_9,DERS_10,DERS_11,DERS_12,DERS_13,DERS_14,DERS_15,DERS_16,DERS_17,DERS_18,DERS_19,DERS_20,DERS_21,DERS_22,DERS_23,DERS_24,DERS_25,DERS_26,DERS_27,DERS_28,DERS_29,DERS_30,DERS_31,DERS_32,DERS_33,DERS_34,DERS_35,DERS_36,age#1_1,age#2_1,age#3_1,gender,gender_5_TEXT,s_orientation,s_orientation_6_TEXT,relationship,race,home,home_3_TEXT,home_who,home_who_9_TEXT,dependent,first_gen,income,id
3/8/22 17:21,3/8/22 17:39,0,100,1127,1,3/8/22 17:39,R_2BwE74H9hiuALkF,anonymous,EN,I was upset because I had lost the championship for middle school football. ,I just felt a bit disappointed that we couldn't come out on top. I felt that I should have done more. ,My grandma told me that it was ok and that there was always next year to try to win the championship. She told me that I had tried my best and that that was good. ,3,Grandmother,N/A,1,2,6,9,1,9,9,9,1,9,7,1,8,9,7,9,7,9,9,1,7,1,9,9,1,8,9,1,7,9,6,5,5,6,5,7,7,1,7,1,1,6,5,4,1,3,1,4,7,1,5,1,1,6,1,1,1,7,5,5,3,4,1,5,1,4,1,5,1,5,2,4,1,5,1,5,1,4,1,5,1,5,1,7,7,7,1,7,1,7,7,1,5,5,5,2,5,2,2,5,2,2,2,4,2,2,5,5,1,2,4,4,1,1,1,4,5,5,1,4,2,2,2,1,1,1,5,2,1,4,1,5,1,5,1,1,1,1,1,1,2,1,2,2,2,1,3,28,103,1,9999,1,9999,1,3,2,9999,6,9999,1,1,4,57449
3/8/22 17:03,3/8/22 18:00,0,100,3433,1,3/8/22 18:00,R_1gwtAfIvyfGmESg,anonymous,EN,I just came to America and got bullied for almost two years.,"I felt scared, sad and confused. I couldn't really make new friends because I was still trying to learn English and I felt lonely.","At first, I don't even know why I was scared to tell my mom(since my dad was still in China), but I was scared to tell my mom. After my parents found out I'm getting bullied at school my mom went to the school and reported the problems. They also let me transfer to another school and it helped a lot with my emotions. I made new friends, improved my grade and my personality. ",1,9999,my father,1,2,7,9,5,8,9,6,3,8,8,4,7,9,7,7,8,8,8,2,7,3,6,7,5,4,8,4,6,7,7,6,7,5,5,6,4,2,5,1,2,7,7,6,3,6,2,5,4,2,5,6,1,6,2,2,3,5,5,4,4,4,2,3,3,3,2,4,2,4,3,3,3,4,1,4,2,4,3,4,3,3,3,5,5,7,5,6,3,5,5,4,3,3,4,2,3,3,3,4,1,2,4,5,4,2,4,5,2,2,4,5,2,2,2,4,4,4,2,4,3,3,4,3,1,1,3,3,3,3,2,5,4,3,3,4,3,1,3,3,3,2,2,4,1,3,8,2,104,2,9999,1,9999,1,1,2,9999,6,9999,1,2,3,57337
3/8/22 17:47,3/8/22 18:10,0,100,1393,1,3/8/22 18:10,R_3OpKItLAb9C44ad,anonymous,EN,I've been depressed at school and just feel lonely and isolated. ,Feeling depressed and apathetic. ,"My feelings were not discussed but my mother called me to check up on me and we talked for a while about her job and what she's been doing. Although direct assessment of my feelings where not discussed, her simply calling me means a lot. ",1,9999,N/A,2,2,6,6,3,7,6,8,3,6,6,1,7,4,5,7,5,5,5,1,5,1,6,5,1,6,5,1,5,7,5,4,6,5,4,7,5,2,6,2,1,5,6,5,5,2,1,3,6,2,6,5,2,2,2,1,3,4,6,5,5,5,4,5,1,2,2,4,2,5,4,4,2,4,2,4,2,3,4,4,2,5,4,5,5,7,3,5,1,5,6,2,5,4,4,5,5,4,1,2,5,1,1,4,2,5,4,2,5,1,4,4,1,4,4,4,3,3,3,4,3,1,4,1,4,5,2,4,1,3,2,3,2,5,2,4,1,4,1,4,4,1,4,5,4,1,5,15,103,1,9999,1,9999,1,3,2,9999,7,9999,1,2,3,54849
3/8/22 17:56,3/8/22 18:15,0,100,1144,1,3/8/22 18:15,R_1ildHh2BAeGBlb1,anonymous,EN,I was upset because I had been self-isolating since I tested positive for covid-19. I eventually got very fed up and was furious when I had heard my parents ranting to my brother on how I think I'm in a hotel. ,I felt angry and disappointed. ,"My mother said that it's okay and that it will be over soon, I'm just going crazy in here by myself. She said that my parents love me and only want what's best for me. ",1,9999,Technically my father but he didn't say anything. ,2,2,1,8,3,4,5,1,7,1,6,9,4,1,1,3,1,1,1,4,2,5,1,1,7,1,1,9,5,9,1,4,2,4,6,3,1,7,2,5,7,4,5,3,7,5,4,1,2,7,1,1,6,1,6,2,2,1,1,4,3,4,1,4,1,4,1,4,2,4,2,5,1,5,2,4,1,5,1,3,1,4,1,3,7,7,2,3,4,7,5,4,5,5,5,2,5,5,1,3,2,2,1,1,3,2,4,4,1,2,5,5,1,1,1,5,5,4,2,4,2,1,2,1,1,1,4,2,1,4,1,5,2,4,1,2,2,1,1,1,1,2,2,5,2,1,4,11,104,1,9999,1,9999,2,"3,5",1,9999,"1,2,3,6",9999,1,2,6,58501
3/8/22 19:13,3/8/22 19:33,0,100,1244,1,3/8/22 19:33,R_301ADBWMDuGoWVJ,anonymous,EN,"At the time, I had most recently experienced a breakup from a very long-term relationship. ","I had been feeling angry, sad and confused upon the entire situation at hand.","To help me manage my emotions of anger, my parent helped me to understand that my feelings were valid and normal. They had also mentioned that they too had experienced a similar instance where they felt the same as I did. To help me manage my emotions of sadness, my parent gave me space to to grieve by giving me alone time or being there when I needed them physically, i.e, hugs. ",1,9999,No one,1,1,9,6,1,9,9,9,1,9,9,1,9,9,9,9,9,9,9,1,5,1,9,9,2,9,9,2,5,9,6,6,6,6,6,7,4,3,4,4,3,6,6,4,5,4,2,3,5,3,3,3,3,3,4,3,4,3,3,4,3,4,2,3,3,3,2,4,2,3,3,3,2,4,2,4,3,2,2,4,2,3,2,5,2,5,2,7,2,4,4,2,3,3,4,2,4,2,3,3,2,2,2,2,3,2,3,3,2,2,2,3,1,2,2,2,2,3,3,2,2,2,2,2,3,2,4,2,2,1,2,4,2,4,2,2,1,2,2,2,1,1,2,2,2,2,5,13,104,2,9999,1,9999,1,3,2,9999,9,College Dorm,1,1,3,57900
3/8/22 19:31,3/8/22 19:50,0,100,1150,1,3/8/22 19:50,R_2cuNnFubtuNMOc8,anonymous,EN,I was upset because I had a lot going on in high school. I had lots of anxiety with school work and then I would come home to help with my fathers health conditions.,"Anxious, sad, impatient ","When I told my mom how I felt, she let me transfer to an online charter school to ease my worries. She listened and understood that the situation wasn't easy for me and gave me the opportunity to grow.",1,9999,Nobody,1,1,7,5,5,5,7,9,1,8,7,2,7,9,9,9,7,4,7,1,6,6,4,7,3,7,8,4,4,7,7,5,5,6,4,4,2,5,3,5,5,2,2,4,6,3,4,3,3,5,2,2,6,4,5,5,6,3,2,4,4,3,5,4,4,5,3,3,4,4,3,4,4,3,3,4,3,4,4,4,3,4,4,2,4,6,4,4,4,4,4,5,4,4,5,5,4,3,3,4,2,2,1,3,4,3,4,2,3,4,4,5,5,2,3,4,3,4,4,1,2,3,5,2,4,4,3,4,3,1,2,2,3,2,2,4,4,4,3,4,3,2,4,2,3,4,5,7,104,2,9999,1,9999,1,3,1,9999,"1,2,3,4",9999,1,1,3,58494
3/8/22 21:32,3/8/22 22:01,0,100,1791,1,3/8/22 22:02,R_3fZcHke8pb6QzbU,anonymous,EN,I was angry because I didn't know how to park since I'm learning how to drive and it makes me very angry that I don't know how to control the car.,"I was feeling angry, sad because idk how to drive and most people of my age does.",My father told me to calm down that everything was going to be fine that I just needed practice to know how to park myself while he was telling me step by step how to do it to be able to park successfully.,2,9999,my sisters ,1,2,2,9,4,6,7,5,6,9,1,4,9,9,1,7,9,9,3,1,5,6,9,4,1,1,7,5,1,2,6,4,5,5,4,5,5,3,4,4,1,5,5,4,1,1,1,3,5,3,3,4,1,4,2,1,1,4,4,3,3,4,2,3,3,2,1,5,1,3,2,2,4,5,1,5,3,3,1,5,1,1,2,4,4,7,2,6,5,4,1,1,2,3,2,1,2,3,3,4,3,1,3,3,3,2,4,4,3,1,2,3,2,3,3,2,2,4,2,2,3,3,4,4,1,4,2,4,4,1,2,1,4,2,2,4,4,2,2,4,2,4,4,2,4,2,4,20,104,2,9999,1,9999,2,3,1,9999,"1,2,4",9999,1,1,4,57355
3/8/22 21:56,3/8/22 22:14,0,100,1068,1,3/8/22 22:14,R_ahn31ZRNn1wj8jL,anonymous,EN,"My ""uncle"" who is really just a close friend of my father's whom we live with him and his whole litter of family members, had just blown up at me for continuously putting the dishes I was using next to him to clean as he was already washing the pots and pans his brothers had used to dirty the entirety of the cooking/prepping area. I was very confused as to why he would yell at me, the only person in the house of 7 people (besides my father) who even thinks to help him with any housework.",I was feeling beyond upset because I definitely felt like it was an act of exclusion in the most abstract situation and under the most backwards contradicting conditions.,"My parent simply told me to breathe and breathe deeply first, and to then realize it would most likely be something going on with his day not with the situation. He always points me to a direction of calmness and pacifism.",2,9999,N/A,1,2,8,5,7,6,7,6,8,4,7,7,8,8,7,8,8,8,5,2,7,5,3,7,7,7,8,7,6,8,5,5,6,7,6,6,5,1,6,1,1,7,1,6,1,2,1,7,7,1,7,1,1,6,2,1,6,6,7,5,3,4,1,3,2,3,1,4,1,3,3,3,4,4,2,3,4,4,2,4,1,4,3,7,7,7,2,7,4,7,7,1,4,4,5,5,4,3,5,5,3,2,4,1,4,2,4,5,2,1,3,4,2,3,2,4,4,4,2,5,4,4,2,3,1,1,3,3,1,2,4,4,4,3,3,3,2,4,4,2,1,1,1,4,1,2,10,10,102,1,9999,1,9999,1,4,2,9999,9,Relative Friend of Family,1,1,1,57489
3/8/22 22:18,3/8/22 22:39,0,100,1232,1,3/8/22 22:39,R_XSRCGj4GvRf9b21,anonymous,EN,I was overwhelmed by schoolwork and my job at school and other family issues going on at home.,I was feeling anxious and sad at the moment.,I called my mom feeling very homesick and told her that I wanted to come home. I talked to her about what was bothering me and why I was so overwhelmed with everything going home at school. She told me that I could com home anytime during the week and called me everyday since to talk to me about my day.,1,9999,N/A,3,1,9,9,1,7,7,9,1,9,5,1,9,9,9,9,9,9,9,1,3,1,9,9,1,5,9,1,3,9,7,7,7,7,7,7,7,2,7,1,1,7,7,6,1,4,1,6,6,1,6,1,1,7,1,1,4,6,7,5,3,5,1,5,2,2,1,5,1,5,3,5,2,5,2,3,2,2,3,5,2,5,2,5,7,7,1,5,1,7,7,3,4,4,3,2,5,3,3,5,2,2,2,3,2,2,3,4,2,2,4,3,2,2,2,2,3,3,2,1,4,3,3,1,1,4,2,2,1,4,2,3,4,3,4,3,3,3,4,2,2,2,2,2,2,2,1,5,104,2,9999,2,9999,1,1,1,9999,"1,6",9999,1,2,8,57512
3/7/22 15:46,3/8/22 22:47,0,100,111629,1,3/8/22 22:47,R_2AGpSY97dvjdttS,anonymous,EN,I was upset because of school.,I was feeling anxious about school and the future and all of the various things that I need to do.,My mom just helped me focus my thoughts and plan out the things I want to do for the rest of the school year and how to get those things done.,1,9999,9999,1,2,6,8,1,7,4,9,1,9,1,1,9,9,7,8,9,1,4,1,6,1,7,9,2,4,3,1,6,8,6,6,6,6,6,6,6,2,5,2,2,5,5,4,3,3,1,3,6,3,5,2,2,5,2,3,1,5,5,4,3,4,2,4,2,4,2,5,1,4,2,4,2,5,1,4,2,4,3,4,2,4,1,5,6,7,2,7,2,6,5,2,3,2,4,2,3,2,3,4,1,2,1,1,4,2,4,4,1,1,3,2,2,3,3,3,4,4,3,3,2,2,2,2,3,1,2,2,2,4,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,11,6,103,2,9999,1,9999,1,1,2,9999,6,9999,1,2,7,55590
3/8/22 23:13,3/8/22 23:30,0,100,1023,1,3/8/22 23:30,R_3RqGjtbuyeZwN98,anonymous,EN,I was upset because of an injury to my hamstring. My hamstring was preventing me from competing in sports and keeping me from my passion and I was impatient with my healing process.,Sad and angry ,My mom told me that it is ok to feel upset about my setback/injury. She told me to be patient with myself and that in time I would be back on the field. ,1,9999,My teammates,3,1,7,7,1,8,8,9,1,9,8,1,8,8,8,8,6,5,7,1,7,1,7,7,2,6,7,1,6,9,6,5,6,6,5,6,5,1,4,6,1,6,5,5,1,5,1,5,5,1,5,2,1,5,1,1,4,5,4,2,4,2,3,2,3,2,2,3,1,3,4,3,3,3,3,3,4,3,4,4,3,3,4,5,5,7,1,5,2,5,5,1,2,2,3,3,3,3,3,2,4,1,4,2,4,4,2,3,3,1,3,3,4,4,4,2,2,2,4,2,3,3,4,2,3,4,2,4,4,2,3,2,5,2,3,4,2,2,2,4,4,2,4,4,4,5,9,7,102,2,9999,3,9999,1,3,2,9999,7,9999,2,2,6,57394
3/9/22 0:07,3/9/22 0:25,0,100,1049,1,3/9/22 0:25,R_eQhu6NWSXAmmXvj,anonymous,EN,two people i thought would be my friends forever dropped me like i was nothing,"worthless, unworthy of love and friendship, trashy, depressed, constantly anxious, sick to my stoamch, heavy chest, tight throat, emotional, sensitive, hopeless, cold",my mom told me it will be okay and friends come and go and to don't give so much of myself to others because i just keep getting hurt. she siad she loved me and that it's going to be ok.,1,9999,brother,1,2,9,9,2,9,9,9,1,9,9,1,9,5,9,9,9,9,9,1,6,5,9,9,1,9,9,1,9,9,5,4,6,4,4,5,4,2,3,3,4,4,7,4,2,4,1,3,1,1,3,2,1,3,1,2,1,2,2,3,2,4,5,3,2,3,1,5,1,4,2,5,2,5,1,4,3,3,1,4,1,3,4,7,7,7,2,7,2,6,5,2,2,5,5,2,3,2,2,5,2,2,2,1,2,2,3,3,2,3,4,5,5,2,2,5,4,5,2,5,1,2,4,1,1,1,5,4,4,3,2,2,2,3,2,5,1,2,2,2,1,1,2,5,2,5,4,22,102,2,9999,1,9999,2,1,2,9999,9,9999,1,1,3,58230
3/9/22 0:17,3/9/22 0:37,0,100,1206,1,3/9/22 0:37,R_3kq9PzPhFUlnPgi,anonymous,EN,"I was extremely overwhelmed with balancing, school, extracurricular activities, my social life, my sorority, and my mental health.",I felt extremely overwhelmed and anxious.,My mom asked me how I was doing and when I expressed that I was stressed but in a way that showed I didn't really want to talk about it and she left me alone to calm down.,1,9999,No one,1,2,9,4,1,3,2,9,1,8,6,2,4,6,8,7,9,9,9,1,4,1,8,9,2,1,8,1,3,3,7,6,4,4,4,6,6,7,5,2,4,6,7,4,3,7,3,5,5,2,4,2,2,6,6,4,1,4,5,3,4,5,2,2,4,2,2,4,2,2,2,3,5,5,2,3,3,2,4,5,1,2,2,4,6,7,2,4,2,5,7,2,2,4,4,2,1,2,4,2,3,2,5,3,2,2,3,4,3,3,4,5,4,2,2,5,5,5,2,2,1,2,4,2,2,1,2,4,1,2,1,4,2,2,2,3,1,1,1,2,1,1,3,5,2,2,10,17,104,2,9999,1,9999,1,"1,2",1,9999,"1,2,3,4,6",9999,1,2,6,56792
3/9/22 0:14,3/9/22 0:37,0,100,1387,1,3/9/22 0:37,R_2xYwwG52IrtUnH3,anonymous,EN,"I was upset because I was not on top of all my work, and I was falling behind in my assignment which caused me to be very upset with myself.  ",I was feeling very disappointed and upset with myself ,My parents gave me a big hug and talked it out with me. They said that it was okay and that just because I was falling behind didn't mean everything was going to turn out bad in the end. ,1,9999,My dad and siblings ,1,1,6,6,3,7,8,8,1,9,6,2,8,6,6,6,6,7,6,2,6,5,8,7,6,9,8,4,7,7,6,5,5,5,5,4,3,5,3,5,4,5,3,3,6,7,2,1,2,6,2,7,5,2,3,3,7,3,3,3,3,4,2,2,4,3,3,4,2,3,3,3,3,4,2,3,3,3,2,4,2,3,4,4,4,6,3,4,1,5,7,4,5,2,2,3,5,4,3,2,4,2,2,2,2,2,2,2,2,2,3,4,3,2,3,4,4,4,2,3,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,9,26,104,2,9999,1,9999,1,3,1,9999,"1,2,3,4",9999,1,1,4,57448
3/9/22 0:07,3/9/22 0:38,0,100,1844,1,3/9/22 0:38,R_DerYt6ttiybIY1P,anonymous,EN,"I have failed driving tests twice. I have a driver's license in China for over two years. When I was preparing to get my California driver's license, I thought I would pass the test with ease. But it backfired and I didn't pass the driving test. Therefore, I was upset.",I would say I was anxious.,"My parents also cared about my driver's license and asked about my condition. I told them I failed twice and was full of anxiety and worry about the upcoming exam. After my parents figured out my situation, they began to analyze the reasons for the failure. They believe that different environments create different habits.",3,Both my parents,Only my parents,2,2,8,9,1,9,8,7,1,9,8,1,8,9,7,7,8,8,9,1,8,6,5,5,6,5,7,3,8,8,7,6,7,6,6,5,5,3,5,4,3,7,5,6,3,4,4,5,3,4,4,5,3,5,4,5,4,5,5,4,3,4,2,3,3,3,3,4,2,3,3,3,4,3,2,2,4,2,3,3,3,2,4,5,4,7,5,4,3,4,3,4,3,3,3,2,2,3,3,2,3,3,2,3,3,4,3,4,4,1,3,4,2,3,3,4,3,4,3,4,2,3,3,3,2,2,3,5,2,3,2,3,4,3,4,4,3,3,4,3,4,2,2,3,4,3,4,16,102,1,9999,1,9999,1,1,2,9999,6,9999,1,2,8,55525
3/9/22 10:06,3/9/22 10:27,0,100,1263,1,3/9/22 10:27,R_DIu85NloSAfVPLr,anonymous,EN,"I was upset because I felt that they were forcing me to do things that I didn't necessarily want to do. For example, what to do with my future and where to go as a career. I had an idea but it felt like they were forcing me in some ways to reconsider what I wanted to do. ",I felt frustrated and disappointed since what I wanted to go into as a career they thought wasn't the best option.,"They chose to then go about talking nicely and also told me that I shouldn't feel frustrated and to calm down. Them telling me to calm down made me a bit more frustrated at first, but then I realized that I was overreacting and shouldn't have responded to them the way that I did.",2,9999,Mother and Siblings,3,2,6,9,4,7,8,8,1,6,5,4,5,4,4,6,6,4,6,3,4,3,3,3,4,1,5,6,5,7,5,3,4,4,5,6,5,4,3,3,3,5,6,5,4,3,2,4,4,4,5,3,2,6,2,2,3,5,5,3,2,3,4,2,5,3,3,4,2,4,4,4,5,3,4,2,4,3,4,3,2,3,4,4,3,5,4,3,4,3,4,4,4,4,5,5,4,2,2,3,3,1,2,3,2,4,4,3,3,2,3,4,3,3,2,4,3,3,2,3,4,4,3,2,2,3,2,3,2,3,4,4,4,3,4,3,2,3,4,3,3,2,2,3,2,2,1,21,103,1,9999,1,9999,1,1,2,9999,6,9999,1,2,7,57451
3/9/22 10:48,3/9/22 11:14,0,100,1535,1,3/9/22 11:14,R_2t67aAlUi2NbFXf,anonymous,EN,"Some time in early 2021, my grandfather, who kind of lives with us, suddenly got very ill and was taken to the ER for heart problems while I was doing online classes, so I was not aware until a little later. Towards the end of the year in October, we found out that he only had a few weeks left to live. We had to decide to either keep him in the hospital or have him home with a 24 hour nurse. We chose the latter. It wasn't until the last 2 weeks in November that it really started to hit us that he was actively dying and he passed the Sunday before Thanksgiving.","I was sad and scared. I couldn't control my crying. While I wasn't the closest to my grandfather, I still loved him and he was my mother's biological father. I wanted to be the one comforting, not crying.","This was the first time I kind of received some emotional support from my parent, and it was the first time I went to her for any emotional support. She told me that there's nothing we can do about it, so we shouldn't be too upset. For the first time, I wanted a hug from her and my family. Normally, I dislike hugs, but the hug helped a lot this time around.",1,9999,My siblings.,1,1,1,3,1,5,6,5,1,1,1,5,6,3,9,4,1,6,9,1,1,1,1,1,3,7,5,7,7,1,6,4,4,4,4,3,1,2,1,7,5,2,3,3,5,7,5,1,1,3,2,7,5,3,5,6,7,3,2,1,5,1,5,1,5,2,5,1,3,1,5,2,5,1,5,2,5,1,5,1,4,2,5,2,1,2,1,2,6,1,1,6,3,4,2,5,2,5,2,1,4,1,1,4,3,3,1,4,4,1,2,2,3,4,3,1,2,2,3,4,3,4,5,1,3,2,1,5,1,2,4,2,4,5,5,5,1,2,5,4,4,1,4,2,3,4,8,25,104,3,9999,2,9999,1,1,3,"Live with parent sometimes, live with roommates.","1,4,6",9999,1,1,2,58458
3/9/22 11:55,3/9/22 12:22,0,100,1645,1,3/9/22 12:22,R_1GPQwcbUD6XpiwK,anonymous,EN,I did poorly in my first quarter of college. My dad in particular wasn't too happy about it.,I was feeling sad and angry.,My mother was being very nice about it and was just trying to get me to move on. She gave me reasons not to worry too much about one quarter at college.,1,9999,Just my mother.,1,2,6,8,7,8,7,6,2,7,8,3,6,8,5,6,9,7,6,6,7,4,6,5,6,7,6,7,8,7,6,6,5,6,5,6,5,7,5,6,5,6,6,5,5,5,5,6,5,6,4,4,4,6,4,5,3,5,4,4,2,4,2,3,3,4,4,4,2,4,4,5,4,4,2,3,2,4,3,3,2,4,4,5,5,6,4,3,3,5,5,5,4,4,3,5,4,3,2,3,4,1,4,4,5,4,4,5,3,1,2,4,4,2,2,2,3,4,2,3,3,4,4,2,3,1,3,4,2,1,4,3,2,2,3,4,2,1,2,3,2,2,3,2,3,3,4,19,104,1,9999,1,9999,1,"1,5",1,9999,"1,2,3",9999,1,2,7,58493
3/9/22 15:02,3/9/22 16:20,0,100,4690,1,3/9/22 16:20,R_1eKN3S3q43lb8Yo,anonymous,EN,I was upset because my brother was going through some things and he was relying on me and I did not know how to help him.,"I was feeling very scared and anxious, I felt like I was under a lot of pressure to take care of my brother and be there for him. ",I talked to my mom on the phone because I am away at school so I can't see her in person. She said to just continue checking up on him and communicating with her so I didn't feel like all the pressure was on me. She said to ask God for guidance and that she would pray for me.,1,9999,father ,2,2,6,7,1,9,6,8,1,9,5,1,9,6,6,9,5,1,9,1,5,1,1,5,1,1,9,1,6,9,6,5,6,5,5,5,5,5,3,1,2,5,5,3,4,5,1,2,6,5,1,7,3,1,5,2,5,1,4,4,3,5,1,4,2,4,2,5,1,3,3,3,3,5,1,3,2,2,2,2,1,3,3,7,7,7,3,5,3,5,5,5,2,4,5,4,4,2,2,2,2,1,2,2,2,3,4,2,2,1,3,4,1,2,2,3,4,3,2,3,1,4,4,1,4,4,3,2,1,2,3,3,2,4,3,2,2,2,3,3,2,1,2,3,3,2,1,17,104,1,9999,1,9999,2,3,2,9999,6,9999,1,1,2,58121
3/9/22 16:31,3/9/22 16:43,0,100,756,1,3/9/22 16:43,R_2hhdFYL58tt71ZL,anonymous,EN,Because I received a grade that I was not satisfy with on a test.,I felt disappointed and sad ,I told them about it and how much it affected my grades.,2,9999,My mother ,1,2,4,7,3,6,5,6,6,5,7,6,5,6,7,6,8,7,6,8,6,8,7,7,7,8,8,8,7,6,7,6,6,7,7,6,7,1,5,1,1,6,5,5,1,5,1,4,5,1,6,5,1,6,1,1,7,7,5,4,5,4,1,4,2,3,2,4,2,4,3,4,2,3,4,4,4,4,2,4,2,4,2,6,7,7,1,4,3,6,6,2,4,4,4,4,5,3,4,2,4,2,3,5,4,3,4,2,4,2,2,3,2,4,4,3,2,4,3,2,3,2,3,1,2,4,2,4,3,3,5,2,4,4,5,4,2,3,3,4,4,1,4,4,4,3,10,11,103,1,9999,1,9999,2,1,1,9999,"1,2",9999,1,1,2,58474
3/9/22 16:34,3/9/22 16:50,0,100,1004,1,3/9/22 16:51,R_1C8CJpiPWvbHwKa,anonymous,EN,Upset about school and whether I would be something or suceed.,Anxious as I wasn't sure what would happen.,Father told me regardless of outcome I will be ok and there's always a chance and opportunity .,2,9999,noone,1,2,5,7,3,7,8,8,1,6,7,1,7,7,5,7,7,7,7,1,8,5,7,7,5,5,7,4,6,7,7,7,7,7,7,6,6,2,5,2,2,5,5,5,2,2,1,5,5,3,5,2,1,5,2,1,3,5,5,4,3,5,3,4,2,5,3,4,2,4,3,4,3,4,3,4,3,4,3,4,3,4,3,5,5,6,3,6,3,6,6,3,3,5,4,2,3,4,3,4,2,2,3,5,3,3,4,4,2,2,2,4,2,2,2,4,2,4,3,4,4,4,4,2,2,2,4,4,2,2,4,4,4,2,4,4,2,2,4,2,1,2,4,4,3,3,12,8,103,1,9999,1,9999,1,3,2,9999,6,9999,1,2,3,56863
3/9/22 17:17,3/9/22 17:23,0,100,366,1,3/9/22 17:23,R_1C7am8hfGuEpmrj,anonymous,EN,disagreements w mom,frustrated ,sympathized ,1,9999,n/a,1,2,5,5,3,5,5,6,2,6,6,4,6,4,3,5,5,5,5,3,4,3,5,6,3,4,5,3,4,4,4,4,4,4,4,3,3,4,3,3,3,4,5,3,3,3,2,2,3,4,4,4,4,4,4,4,4,4,4,3,3,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,4,4,4,4,4,3,4,2,2,3,2,1,1,3,2,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,3,103,2,9999,1,9999,2,1,1,9999,1,9999,1,2,6,58502
3/9/22 17:20,3/9/22 17:43,0,100,1422,1,3/9/22 17:43,R_28GUzG7d4iiJTPO,anonymous,EN,"During the summer of my graduating year, the pandemic was at its peak. I was struggling with my self-image and my relationships with the people around me. I relied heavily on certain drugs to help cope with these intrusive thoughts. ",I was depressed and sad all the time. I was lethargic. ,"My parents had a long conversation with me when they caught me indulging in these coping mechanisms. They went ballistic, but soon after I spewed my emotions and broke down they were heartbroken and supportive of me. They comforted me and restated how they would be by my side no matter what. ",3,Both,N/A,1,2,9,6,7,9,9,7,1,9,9,3,7,6,2,9,9,9,5,4,8,9,9,9,4,9,9,3,4,9,6,6,7,7,5,7,3,5,6,5,3,7,7,4,4,6,4,2,6,4,5,3,2,3,2,2,3,1,3,4,2,3,4,2,5,2,3,5,2,3,5,4,3,3,2,2,5,1,2,3,3,2,5,3,4,6,5,3,5,4,3,5,4,4,3,5,4,3,5,5,2,3,2,5,5,3,3,4,4,2,1,2,4,5,5,2,2,3,4,4,2,4,5,3,4,4,5,3,3,4,2,5,1,4,2,2,2,2,2,3,1,2,3,2,2,2,5,11,103,1,9999,1,9999,1,1,2,9999,6,9999,1,2,3,52364
